2/2/2012 	9   16   19   28   29   49          
1/30/2012 	11   16   25   28   41   45          
1/26/2012 	6   9   22   23   25   43          
1/23/2012 	3   4   8   21   32   45          
1/19/2012 	9   19   22   25   37   49          
1/16/2012 	19   20   22   31   38   48          
1/12/2012 	12   15   17   24   34   41          
1/9/2012 	11   15   17   26   27   34          
1/5/2012 	5   16   29   30   32   42          
1/2/2012 	1   19   42   45   46   48 
12/30/2013 	1   5   22   32   39   45          
12/26/2013 	3   14   15   19   26   34          
12/23/2013 	21   26   30   32   34   41          
12/19/2013 	8   17   20   33   34   47          
12/16/2013 	6   14   23   26   44   48          
12/12/2013 	6   10   12   16   23   38          
12/9/2013 	1   13   15   34   39   41          
12/5/2013 	4   18   20   29   36   38          
12/2/2013 	3   12   16   24   28   34          
11/28/2013 	4   5   16   28   36   37          
11/25/2013 	4   17   27   29   31   43          
11/21/2013 	2   6   7   9   12   32          
11/18/2013 	5   8   10   23   33   42          
11/14/2013 	1   15   24   26   30   43          
11/11/2013 	11   17   27   30   34   38          
11/7/2013 	1   8   27   29   36   43          
11/4/2013 	13   16   25   30   39   44          
10/31/2013 	6   17   21   28   30   32          
10/28/2013 	1   3   17   44   46   47          
10/24/2013 	6   19   20   36   43   44          
10/21/2013 	5   9   36   40   42   43          
10/17/2013 	4   16   22   41   42   49          
10/14/2013 	11   22   26   30   35   44          
10/10/2013 	12   15   19   21   25   45          
10/7/2013 	1   22   25   35   38   44          
10/3/2013 	8   10   15   21   35   42          
9/30/2013 	19   37   40   41   43   47          
9/26/2013 	9   25   26   38   45   46          
9/23/2013 	3   4   16   38   39   47          
9/19/2013 	2   3   12   33   39   42          
9/16/2013 	17   24   33   34   44   46          
9/12/2013 	5   18   20   21   26   32          
9/9/2013 	2   4   18   22   24   35          
9/5/2013 	2   4   10   21   26   49          
9/2/2013 	1   4   20   33   43   47          
8/29/2013 	11   16   19   21   38   45          
8/26/2013 	2   18   39   42   45   47          
8/22/2013 	2   5   16   26   30   38          
8/19/2013 	7   20   38   44   46   48          
8/15/2013 	1   3   4   6   40   47          
8/12/2013 	2   3   7   18   27   41          
8/8/2013 	9   16   24   35   46   49          
8/5/2013 	2   11   13   26   28   37          
8/1/2013 	16   17   22   25   27   35          
7/29/2013 	5   16   17   26   27   28          
7/25/2013 	22   25   30   33   42   48          
7/22/2013 	7   9   15   33   38   44          
7/18/2013 	5   32   35   41   45   48          
7/15/2013 	8   14   39   41   43   46          
7/11/2013 	6   17   18   25   26   37          
7/8/2013 	2   11   12   16   33   37          
7/4/2013 	9   28   29   33   37   44          
7/1/2013 	10   11   23   30   35   49          
6/27/2013 	3   5   6   7   25   26          
6/24/2013 	7   31   32   34   36   47          
6/20/2013 	2   13   18   25   36   38          
6/17/2013 	9   11   34   40   41   47          
6/13/2013 	18   19   26   28   45   48          
6/10/2013 	3   4   8   11   33   40          
6/6/2013 	4   7   21   30   33   49          
6/3/2013 	12   13   15   22   26   43          
5/30/2013 	12   20   27   29   36   46          
5/27/2013 	7   12   13   31   39   48          
5/23/2013 	4   14   16   21   27   40          
5/20/2013 	16   20   21   31   32   39          
5/16/2013 	8   9   12   39   42   47          
5/13/2013 	1   5   16   20   21   44          
5/9/2013 	2   14   17   35   36   47          
5/6/2013 	7   13   20   21   29   48          
5/2/2013 	2   4   27   39   45   49          
4/29/2013 	14   25   33   45   46   47          
4/25/2013 	1   2   9   11   38   45          
4/22/2013 	6   13   17   20   23   44          
4/18/2013 	5   6   15   37   42   47          
4/15/2013 	3   8   9   20   28   31          
4/11/2013 	4   15   16   33   37   38          
4/8/2013 	7   16   25   30   33   47          
4/4/2013 	1   8   10   14   31   36          
4/1/2013 	16   20   34   36   41   48          
3/28/2013 	8   13   19   33   39   45          
3/25/2013 	4   5   11   25   32   39          
3/21/2013 	6   16   34   39   40   42          
3/18/2013 	7   13   23   24   30   40          
3/14/2013 	16   32   33   38   39   42          
3/11/2013 	3   8   22   26   28   40          
3/7/2013 	9   11   24   30   39   47          
3/4/2013 	4   20   29   43   45   49          
2/28/2013 	1   6   11   24   27   49          
2/25/2013 	12   23   30   38   43   48          
2/21/2013 	5   29   36   38   39   46          
2/18/2013 	6   9   10   26   34   46          
2/14/2013 	10   17   24   30   36   43          
2/11/2013 	6   7   12   28   29   31          
2/7/2013 	21   22   26   42   45   49          
2/4/2013 	10   15   16   39   42   46          
1/31/2013 	7   19   26   31   37   38          
1/28/2013 	9   20   25   26   46   49          
1/24/2013 	15   16   20   26   38   48          
1/21/2013 	2   7   23   30   38   48          
1/17/2013 	2   9   27   28   42   48          
1/14/2013 	4   6   13   33   35   39          
1/10/2013 	4   15   26   27   40   42          
1/7/2013 	6   12   13   21   34   42          
1/3/2013 	11   18   19   20   21   46     
12/29/2014 	3   15   32   38   44   45          
12/25/2014 	9   11   29   32   37   46          
12/22/2014 	8   14   15   22   33   49          
12/18/2014 	9   19   31   33   35   45          
12/15/2014 	5   16   37   39   44   48          
12/11/2014 	10   12   20   23   32   34          
12/8/2014 	5   18   19   30   40   49          
12/4/2014 	5   6   18   41   42   43          
12/1/2014 	9   10   11   25   31   35          
11/27/2014 	5   15   16   24   25   47          
11/24/2014 	6   7   17   23   36   46          
11/20/2014 	8   13   32   35   42   49          
11/17/2014 	1   2   19   27   35   38          
11/13/2014 	24   33   35   38   43   47          
11/10/2014 	4   15   16   21   28   48          
11/6/2014 	4   10   18   27   39   41          
11/3/2014 	11   13   21   25   38   49          
10/30/2014 	24   37   38   39   47   48          
10/27/2014 	6   12   15   22   44   47          
10/23/2014 	17   19   22   24   30   39          
10/20/2014 	3   12   16   20   24   48          
10/16/2014 	13   14   28   36   47   49          
10/13/2014 	1   17   23   27   37   42          
10/9/2014 	5   9   13   24   32   49          
10/6/2014 	3   23   30   39   41   45          
10/2/2014 	5   27   33   40   43   47          
9/29/2014 	4   6   12   32   34   40          
9/25/2014 	7   15   16   25   37   47          
9/22/2014 	5   17   20   39   40   46          
9/18/2014 	3   11   15   23   38   41          
9/15/2014 	22   25   34   36   38   41          
9/11/2014 	5   16   23   28   31   33          
9/8/2014 	10   18   23   36   41   47          
9/4/2014 	6   22   27   33   45   47          
9/1/2014 	7   20   21   22   28   44          
8/28/2014 	10   22   42   43   45   48          
8/25/2014 	2   8   13   31   39   46          
8/21/2014 	6   9   11   40   44   46          
8/18/2014 	17   19   23   38   39   41          
8/14/2014 	1   21   24   27   29   43          
8/11/2014 	1   2   10   19   24   37          
8/7/2014 	10   13   21   23   24   48          
8/4/2014 	8   13   14   16   43   48          
7/31/2014 	2   6   11   14   31   41          
7/28/2014 	2   12   15   20   24   33          
7/24/2014 	15   17   21   31   32   44          
7/21/2014 	4   17   18   21   31   45          
7/17/2014 	3   7   14   39   45   47          
7/14/2014 	11   24   31   32   41   43          
7/10/2014 	7   10   13   24   32   43          
7/7/2014 	7   8   16   20   46   48          
7/3/2014 	6   7   16   17   25   45          
6/30/2014 	5   8   11   27   36   43          
6/26/2014 	2   4   8   10   14   29          
6/23/2014 	4   17   28   37   41   43          
6/19/2014 	15   21   34   35   44   46          
6/16/2014 	12   20   25   36   42   49          
6/12/2014 	1   3   14   34   41   42          
6/9/2014 	1   6   28   42   43   46          
6/5/2014 	17   24   27   32   42   46          
6/2/2014 	5   10   27   33   45   48          
5/29/2014 	5   20   34   38   43   48          
5/26/2014 	5   9   25   32   40   45          
5/22/2014 	27   38   39   40   44   47          
5/19/2014 	3   8   15   29   30   32          
5/15/2014 	7   20   22   24   33   43          
5/12/2014 	3   4   10   19   36   42          
5/8/2014 	3   12   33   35   38   48          
5/5/2014 	2   7   20   28   34   49          
5/1/2014 	4   19   21   29   45   48          
4/28/2014 	9   10   15   24   32   41          
4/24/2014 	14   20   24   38   43   47          
4/21/2014 	10   13   27   38   47   49          
4/17/2014 	11   18   33   38   40   49          
4/14/2014 	11   21   26   35   39   41          
4/10/2014 	6   9   18   24   37   45          
4/7/2014 	3   8   19   22   25   37          
4/3/2014 	13   21   24   35   38   41          
3/31/2014 	1   5   22   26   38   47          
3/27/2014 	4   8   10   24   38   49          
3/24/2014 	13   17   24   37   39   43          
3/20/2014 	2   6   13   19   39   46          
3/17/2014 	4   7   15   22   24   25          
3/13/2014 	12   28   29   32   40   43          
3/10/2014 	3   14   15   19   21   41          
3/6/2014 	10   12   28   31   45   49          
3/3/2014 	7   23   29   33   34   48          
2/27/2014 	2   15   20   21   25   47          
2/24/2014 	17   19   28   33   36   43          
2/20/2014 	17   21   27   42   45   47          
2/17/2014 	3   17   23   30   31   41          
2/13/2014 	1   5   8   19   26   49          
2/10/2014 	1   3   6   32   38   43          
2/6/2014 	15   18   35   37   40   43          
2/3/2014 	13   16   23   37   39   42          
1/30/2014 	10   13   25   29   40   42          
1/27/2014 	4   14   26   27   30   39          
1/23/2014 	10   11   22   26   40   45          
1/20/2014 	5   20   22   33   40   46          
1/16/2014 	2   14   28   40   44   47          
1/13/2014 	2   12   15   28   30   37          
1/9/2014 	1   3   4   7   13   15          
1/6/2014 	11   36   37   39   40   45          
1/2/2014 	12   18   19   29   30   37    
12/31/2015 	16   23   32   34   43   48          
12/28/2015 	14   17   39   44   45   47          
12/24/2015 	14   24   25   33   35   43          
12/21/2015 	15   18   32   44   46   47          
12/17/2015 	6   17   24   26   38   46          
12/14/2015 	7   10   18   20   38   43          
12/10/2015 	10   12   24   28   40   48          
12/7/2015 	10   24   25   29   37   41          
12/3/2015 	6   13   30   31   38   43          
11/30/2015 	9   19   27   33   41   44          
11/26/2015 	16   20   25   26   27   33          
11/23/2015 	10   14   25   37   40   42          
11/19/2015 	7   11   21   26   32   46          
11/16/2015 	1   5   11   18   42   44          
11/12/2015 	1   3   11   15   16   30          
11/9/2015 	6   12   13   28   31   34          
11/5/2015 	1   10   17   26   43   44          
11/2/2015 	2   21   23   32   37   49          
10/29/2015 	4   11   17   33   41   48          
10/26/2015 	1   4   12   25   27   37          
10/22/2015 	2   3   15   30   32   47          
10/19/2015 	11   25   30   32   38   44          
10/15/2015 	20   26   33   35   40   46          
10/12/2015 	11   18   26   28   42   49          
10/8/2015 	4   15   21   23   39   49          
10/5/2015 	9   14   16   29   33   34          
10/1/2015 	14   16   20   26   29   31          
9/28/2015 	12   15   24   27   29   41          
9/24/2015 	4   8   15   20   26   33          
9/21/2015 	10   14   15   16   23   25          
9/17/2015 	2   7   10   30   36   41          
9/14/2015 	5   21   25   28   35   45          
9/10/2015 	7   9   24   25   44   45          
9/7/2015 	16   17   33   41   42   44          
9/3/2015 	22   34   36   38   45   49          
8/31/2015 	4   11   14   15   37   41          
8/27/2015 	2   16   19   24   25   30          
8/24/2015 	1   17   21   22   24   30          
8/20/2015 	17   19   29   42   48   49          
8/17/2015 	2   22   34   36   37   45          
8/13/2015 	4   8   9   17   23   41          
8/10/2015 	8   23   27   47   48   49          
8/6/2015 	3   18   36   39   44   46          
8/3/2015 	2   7   11   17   19   26          
7/30/2015 	10   13   14   20   39   40          
7/27/2015 	1   2   7   11   21   45          
7/23/2015 	7   8   17   28   36   46          
7/20/2015 	14   17   27   28   34   45          
7/16/2015 	4   18   20   32   43   47          
7/13/2015 	2   5   19   22   23   31          
7/9/2015 	1   22   31   33   34   46          
7/6/2015 	8   16   31   37   44   49          
7/2/2015 	9   14   35   37   39   41          
6/29/2015 	1   6   30   42   43   44          
6/25/2015 	3   22   24   26   28   49          
6/22/2015 	11   19   33   44   46   47          
6/18/2015 	23   25   38   42   44   46          
6/15/2015 	17   21   22   37   38   44          
6/11/2015 	5   22   24   28   29   44          
6/8/2015 	6   13   20   25   36   47          
6/4/2015 	5   22   23   24   36   37          
6/1/2015 	5   14   21   31   43   46          
5/28/2015 	15   19   22   29   38   39          
5/25/2015 	2   4   10   38   39   42          
5/21/2015 	2   7   9   30   32   40          
5/18/2015 	5   7   17   19   23   34          
5/14/2015 	5   9   19   21   30   31          
5/11/2015 	4   5   7   21   35   36          
5/7/2015 	2   6   11   29   32   37          
5/4/2015 	4   14   16   29   31   44          
4/30/2015 	1   12   16   29   42   48          
4/27/2015 	1   2   18   31   35   49          
4/23/2015 	2   3   24   38   39   45          
4/20/2015 	15   23   30   39   46   47          
4/16/2015 	2   3   4   8   14   29          
4/13/2015 	4   11   15   32   34   41          
4/9/2015 	4   9   10   33   38   48          
4/6/2015 	9   11   28   32   48   49          
4/2/2015 	2   3   4   30   36   43          
3/30/2015 	4   9   14   41   43   46          
3/26/2015 	8   9   12   26   33   34          
3/23/2015 	1   8   10   14   30   41          
3/19/2015 	4   20   21   23   26   35          
3/16/2015 	8   10   15   27   33   39          
3/12/2015 	1   19   34   35   38   40          
3/9/2015 	11   13   18   25   27   28          
3/5/2015 	1   4   10   14   20   38          
3/2/2015 	6   16   20   27   31   35          
2/26/2015 	2   18   22   24   26   40          
2/23/2015 	2   7   23   27   32   40          
2/19/2015 	17   21   27   34   37   41          
2/16/2015 	6   8   19   27   28   42          
2/12/2015 	7   16   27   28   33   37          
2/9/2015 	13   23   26   33   34   46          
2/5/2015 	11   17   22   25   35   36          
2/2/2015 	10   11   12   29   32   37          
1/29/2015 	2   28   34   35   36   44          
1/26/2015 	6   18   26   36   40   44          
1/22/2015 	1   3   8   12   30   43          
1/19/2015 	2   6   13   15   21   33          
1/15/2015 	7   16   18   31   32   36          
1/12/2015 	3   14   22   28   34   45          
1/8/2015 	5   6   8   10   26   48          
1/5/2015 	13   24   29   31   47   48          
1/1/2015 	22   25   39   40   45   49      
12/29/2016 	2   24   28   31   33   39          
12/26/2016 	9   15   22   24   42   49          
12/22/2016 	1   4   5   7   13   18          
12/19/2016 	14   20   22   29   32   44          
12/15/2016 	2   3   14   28   33   48          
12/12/2016 	11   22   32   36   37   38          
12/8/2016 	1   3   7   27   28   45          
12/5/2016 	8   10   15   34   46   47          
12/1/2016 	15   30   33   36   41   45          
11/28/2016 	14   40   41   43   46   47          
11/24/2016 	16   17   19   21   31   32          
11/21/2016 	4   16   20   42   48   49          
11/17/2016 	1   7   20   27   32   37          
11/14/2016 	2   9   13   15   33   43          
11/10/2016 	2   10   20   22   33   44          
11/7/2016 	21   27   31   39   45   47          
11/3/2016 	15   32   36   37   40   48          
10/31/2016 	10   15   23   27   30   45          
10/27/2016 	15   20   27   29   34   35          
10/24/2016 	9   13   33   35   38   42          
10/20/2016 	2   6   23   40   46   49          
10/17/2016 	3   6   10   17   25   44          
10/13/2016 	2   7   22   24   31   48          
10/10/2016 	5   16   24   38   40   42          
10/6/2016 	26   27   40   45   46   49          
10/3/2016 	3   6   21   32   47   49          
9/29/2016 	2   8   19   38   46   48          
9/26/2016 	6   8   10   23   37   43          
9/22/2016 	3   16   19   33   34   43          
9/19/2016 	15   18   19   32   44   49          
9/15/2016 	10   19   30   33   43   45          
9/12/2016 	12   13   14   29   45   48          
9/8/2016 	7   18   21   26   30   43          
9/5/2016 	7   9   23   25   28   40          
9/1/2016 	3   5   23   28   35   38          
8/29/2016 	1   22   24   32   42   43          
8/25/2016 	3   15   19   23   39   47          
8/22/2016 	2   6   17   27   30   32          
8/18/2016 	4   10   23   34   35   37          
8/15/2016 	15   18   20   39   44   47          
8/11/2016 	13   20   25   35   41   44          
8/8/2016 	14   16   18   30   39   49          
8/4/2016 	2   7   28   31   38   44          
8/1/2016 	1   17   22   39   41   49          
7/28/2016 	1   3   4   9   34   47          
7/25/2016 	3   5   7   19   26   30          
7/21/2016 	9   14   18   22   31   41          
7/18/2016 	4   7   14   22   29   37          
7/14/2016 	4   32   37   39   46   47          
7/11/2016 	21   22   27   34   36   44          
7/7/2016 	6   12   26   31   36   49          
7/4/2016 	4   19   23   33   34   43          
6/30/2016 	4   5   8   10   41   49          
6/27/2016 	4   14   20   39   44   49          
6/23/2016 	2   11   15   18   19   23          
6/20/2016 	1   2   16   25   32   36          
6/16/2016 	4   7   25   26   42   44          
6/13/2016 	1   5   17   20   40   43          
6/9/2016 	27   28   31   34   35   36          
6/6/2016 	2   19   22   31   41   45          
6/2/2016 	10   15   24   38   43   47          
5/30/2016 	9   11   19   27   43   47          
5/26/2016 	12   14   16   27   40   47          
5/23/2016 	3   24   37   41   45   47          
5/19/2016 	6   18   24   32   34   39          
5/16/2016 	18   21   28   30   35   44          
5/12/2016 	11   18   30   33   37   41          
5/9/2016 	8   20   32   37   39   40          
5/5/2016 	3   5   6   9   42   49          
5/2/2016 	17   22   29   34   35   43          
4/28/2016 	10   16   17   22   47   48          
4/25/2016 	6   20   22   30   37   48          
4/21/2016 	9   12   21   29   31   32          
4/18/2016 	7   13   21   27   33   39          
4/14/2016 	1   7   19   22   32   49          
4/11/2016 	2   4   26   31   32   49          
4/7/2016 	6   11   12   24   43   44          
4/4/2016 	7   23   24   42   44   46          
3/31/2016 	10   13   14   26   27   47          
3/28/2016 	7   16   22   27   39   47          
3/24/2016 	8   14   23   31   43   44          
3/21/2016 	8   9   26   32   46   49          
3/17/2016 	2   17   18   23   32   35          
